Id,SMILES,mu
train_239,[H]C1=C([H])C([H])([H])[C@@]([H])(C([H])([H])OC([H])([H])[H])C([H])([H])C1([H])[H],1.1023
train_240,[H][N-]C(OC([H])([H])[H])OC([H])([H])C([H])([H])OC([H])([H])[H],1.0286
train_241,[H]C([H])([H])OC([H])([H])[C@]1([H])[N@H+]2[C@@]3([H])[C@]1([H])C([H])([H])[C@@]23[H],1.3277
train_242,[H]C(=O)N([H])[C@@]1([H])C([H])([H])OC12C([H])([H])C2([H])[H],2.6625
train_243,[H]N1C(=O)[C@]2([H])[N@@H+]3C([H])([H])[C@]([H])(C1([H])[H])[C@@]32[H],4.7255
train_244,[H]C(=O)C([H])([H])C1=C(N([H])[H])C([H])=C([H])O1,1.9655
train_245,[H]N1C(=O)[C@]2([H])[C@]3([H])C([H])([H])[C@]12C3([H])[H],3.4223
train_246,[H]N1[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1(C#N)C2([H])[H],4.8649
train_247,[H]C1=C([H])[C@]23O[C@@]2([H])C([H])([H])[C@]3([H])C([H])([H])C1([H])[H],2.0922
train_248,[H][N-]C1OC([H])([H])[C@@]2([H])C([H])=C([H])[C@]1([H])N2[H],2.953
train_249,[H]C1=C(C([H])([H])[H])N=C(C([H])([H])C([H])([H])[H])N1C([H])([H])[H],3.3517
train_250,[H]C(=O)N1C([H])([H])C1([H])[H],3.2517
train_251,[H]C#CC([H])([H])[C@@](C#N)(C([H])([H])[H])C([H])([H])O[H],3.0265
train_252,[H]OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])=O,3.8784
train_253,[H]C#C[C@@]1([H])OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C1([H])[H],1.8748
train_254,[H]C1=C([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N1[H],3.0752
train_255,[H]OC([H])([H])C1=C([H])C(N([H])[H])=NO1,2.911
train_256,[H]O[C@@]1([H])[C@@H](C([H])([H])[H])[C@H]2C([H])([H])[C@]3([H])[C@@]2([H])[C@]13[H],1.3911
train_257,[H]C([H])([H])O[C@]12[C@@]3([H])[N@@H+]4[C@@]3(C([H])([H])[H])[C@@]1([H])[C@@]42[H],1.0183
train_258,[H]C#CC([H])([H])C([H])([H])OC1([H])C([H])([H])C1([H])[H],0.9835
train_259,[H]O[C@]12C([H])([H])C([H])([H])[C@]3([H])O[C@]([H])(C1([H])[H])[C@@]32[H],1.3429
train_260,[H]C#C[C@@]12[NH2+][C+]([H])N([H])[C@]1([H])[C@]2([H])N([H])[H],2.9821
train_261,[H]C(=O)[C@@]12N([H])C([H])([H])[C@]1([H])OC([H])([H])C2([H])[H],3.0038
train_262,[H]C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],3.211
train_263,[H]C1=NC(C([H])([H])OC([H])([H])[H])=C([H])N1C([H])([H])[H],2.6546
train_264,[H]C1=C([H])[C@]2([H])[C@@]3(C([H])([H])C([H])([H])[H])C([H])([H])[C@]2([H])[C@@]13[H],0.2751
train_265,[H]C1=C([H])C([H])([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@]2([H])C1=O,4.0108
train_266,[H][C+]([NH2+]C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])OC([H])([H])[H],2.1473
train_267,[H]C([H])([H])O[C@]1(C([H])([H])[H])[C@@]2([H])C([H])([H])[N@@H+]3[C@@]2([H])[C@@]31[H],2.2748
train_268,[H]C(=O)OC([H])([H])C([H])([H])C(=O)OC([H])([H])[H],4.1456
train_269,[H][N-]C1=C([H])[C@@H](N([H])[H])OC(O[H])=C1[H],5.1798
train_270,[H]O[C@@]12C([H])([H])OC([H])([H])[C@]1(C([H])=O)C2([H])[H],1.5349
train_271,[H]C(=O)C([H])([H])C1=NON=C1[H],1.5579
train_272,[H]C1=NC([H])([H])[C@@]2([N@@H+](C([H])([H])[H])C2([H])[H])C([H])([H])O1,2.7784
train_273,[H]C(=O)[C@]1(C(=O)C#N)N([H])C1([H])[H],2.7865
train_274,[H]O[C@]1([H])[C@](O[H])(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])=O,5.0509
train_275,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])C2([H])C([H])([H])C2([H])[H])C1([H])[H],1.3208
train_276,[H]N(C(=O)[C@@]([H])(N([H])[H])C([H])([H])C#N)C([H])([H])[H],4.1262
train_277,[H]C(=O)C([H])([H])[C@@]([H])(C([H])=O)C([H])([H])[H],0.5858
train_278,[H]C1=C([H])[C@]2([H])[N@@H+]3[C@@]1([H])[C@@]1([H])C([H])([H])[C@]3([H])[C@@]21[H],1.7183
train_279,[H]N1[C@](C([H])([H])[H])(C([H])([H])OC([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[H],2.3282
train_280,[H]OC([H])([H])C(OC(=O)N([H])[H])(C([H])([H])[H])C([H])([H])[H],3.5847
train_281,[H]O[C@@]1(C([H])([H])[H])[C@@]2([H])C(=O)N3[C@@]2([H])[C@@]31[H],5.2985
train_282,[H][C+]1NON=C2=C1[C+]([H])[NH2+][C+]2[H],1.7686
train_283,[H]N([H])[C@@]12C([H])([H])[C@]1(C#N)[C@@]1([H])N([H])[C@@]21[H],4.682
train_284,[H][N-]C1=C([N-][H])C([H])=C([H])N([H])C([H])=N1,6.1797
train_285,[H]OC([H])([H])[C@@]1(C([H])([H])[H])C(=O)C([H])=C([H])C1([H])[H],4.2499
train_286,[H]C1=C([H])N([H])C(N[C+]([H])OC([H])([H])[H])=N1,1.0172
train_287,[H]C([H])([H])C([H])([H])[C@]12O[C@]([H])(C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],1.5065
train_288,[H]C(=O)C([H])([H])C(=O)C([H])([H])[C@]1([H])OC1([H])[H],2.5584
train_289,[H]OC([H])([H])[C@H]1[C@H]2C([H])([H])[C@@]3([H])[N@@H+](C1([H])[H])[C@@]23[H],0.4829
train_290,[H]C(=O)[C@@]1([H])C([H])=C([H])[C@@]2([H])OC([H])([H])[C@@]12[H],2.9986
train_291,[H]C1=NC([H])([H])C(=O)[C@@]2([H])N1C([H])([H])C2([H])[H],3.2556
train_292,[H]C(=O)N1[C@@H]2[NH2+]C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],5.5206
train_293,[H]OC1=NOC(N([H])C([H])([H])C([H])([H])[H])=C1[H],3.1242
train_294,[H]C(=O)[C@@]1([H])OC([H])([H])[C@]([H])(OC([H])([H])[H])C1([H])[H],1.7704
train_295,[H]C(=O)[C@@]1(C([H])([H])[H])C(=O)[C@]2([H])C([H])([H])[C@]12[H],3.1223
train_296,[H]N(C(=O)C1(C([H])([H])[H])C([H])([H])OC1([H])[H])C([H])([H])[H],3.7545
train_297,[H]C(=O)[C@]([H])(OC([H])([H])C#N)C([H])([H])[H],3.3728
train_298,[H]OC1=C(C([H])([H])C([H])([H])[H])N(C([H])([H])[H])C([H])=N1,2.9756
train_299,[H]O[C@]1([H])[C@@]2([H])[N@H+]([C@@]2([H])C([H])([H])[H])[C@]1([H])C([H])([H])[H],1.8527
train_300,[H]C1=C([H])[C@@]2(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])C1([H])[H],0.1424
train_301,[H]C(=O)C([H])([H])[C@@]1([H])[N@@H+](C([H])([H])C([H])([H])[H])C1([H])[H],2.3334
train_302,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])O[H])C([H])([H])C([H])([H])[H],2.0313
train_303,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C#N,4.1303
train_304,[H][N-]C1O[C@]([H])(C([H])([H])[H])C([H])=C1C([H])([H])O[H],2.0396
train_305,[H]C1=C([H])[C@@]2([H])O[C@@]2([H])[C@]2([H])[C@@]1([H])[C@]2([H])C([H])([H])[H],1.8086
train_306,[H]C1([H])O[C@@]2([H])[C@]3([H])O[C@@]([H])(C3([H])[H])[C@@]2([H])O1,0.5993
train_307,[H]C(=O)N([H])C1(C#CC([H])([H])[H])C([H])([H])C1([H])[H],3.4455
train_308,[H]C#CC([H])([H])C([H])([H])C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],1.6948
train_309,[H]C([H])([H])[C@]1([H])OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],1.2402
train_310,[H]O[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1(OC([H])([H])[H])C([H])([H])[H],1.1116
train_311,[H]O[C@@]1([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])O[C@@]12[H],1.751
train_312,[H]C#C[C@]([H])(C#N)C([H])([H])[NH+]1C([H])([H])C1([H])[H],4.9342
train_313,[H]C1=NC(OC([H])([H])[H])=C(C([H])([H])N([H])[H])O1,1.1744
train_314,[H]C1=C([H])N([H])C2=C1C(C([H])([H])[H])=C([H])C2([H])[H],1.8602
train_315,[H]OC([H])([H])[C@@]1([H])N([H])[C@@]1([H])[C@]1([H])OC1([H])[H],3.4942
train_316,[H]C(=O)[C@]1([H])O[C@]2([H])C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])[H],3.6368
train_317,[H]OC([H])([H])C([H])([H])N(C([H])=O)C([H])([H])C([H])([H])O[H],4.3285
train_318,[H]O[C@@]([H])(C#N)[C@]([H])(C#N)OC([H])([H])[H],2.5086
train_319,[H]OC([H])([H])[C@]1([H])O[C@@]([H])(C([H])=O)OC1([H])[H],2.767
train_320,[H]O[C@@]1(C([H])([H])[H])[C@@]2([H])[C@@]3([H])[C@]([H])(C([H])([H])[H])[C@@]3([H])[C@@]12[H],1.3878
train_321,[H]C1([H])C([H])([H])C12C13([H])OC21([H])C31C([H])([H])C1([H])[H],1.8884
train_322,[H]C1=C(OC([H])([H])[H])N(C([H])([H])[H])N=N1,4.8582
train_323,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])[C@]2([H])[C@]3([H])[C@@]1([H])O[C@@]32[H],2.3486
train_324,[H]C([H])([H])[C@@]1([H])O[C@@]2([H])C([H])([H])[C@@]2(C#N)O1,3.4811
train_325,[H]C1=C([H])[C@]([H])(C([H])([H])[H])N(C(=O)N([H])[H])C1([H])[H],3.7618
train_326,[H]C1=C(N([H])[H])ON=C1C([H])([H])C([H])([H])C([H])([H])[H],3.6038
train_327,[H]N([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],3.3992
train_328,[H]C([H])([H])[C@]1([H])N2C(=O)C([H])([H])[C@]2(C([H])([H])[H])C1([H])[H],3.6704
train_329,[H]C1([H])OC([H])([H])[C@]2(C1([H])[H])C([H])([H])[C@]1([H])C([H])([H])[C@@]12[H],1.8697
train_330,[H]C#C[C@]12OC([H])([H])[C@]3([H])[N@H+](C1([H])[H])[C@]23[H],0.567
train_331,[H]C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])OC(=O)[C@@]12[H],4.1371
train_332,[H]N1[C@]2([H])C([H])([H])C([H])([H])OC([H])([H])[C@]12C([H])([H])[H],0.7102
train_333,[H]ON[C@H]1C([H])([H])[C@]([H])(C([H])([H])C#N)C1([H])[H],3.5388
train_334,[H]C([H])([H])C(OC1(C([H])([H])[H])C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],1.0252
train_335,[H]O[C@]1([H])C(=O)C([H])([H])[C@]2(O[H])C([H])([H])[C@]12[H],2.5421
train_336,[H]C([H])([H])N1C(=O)OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],4.5045
train_337,[H]N([H])C(=O)C([H])([H])[N@H+]1[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],3.8476
train_338,[H]OC([H])([H])[C@@]([H])(N([H])C(=O)N([H])[H])C([H])([H])[H],4.0703
train_339,[H]C(=O)C#CC(=O)OC([H])([H])[H],3.233
train_340,[H]C1([H])C(=O)C([H])([H])[NH+]1C([H])([H])C([H])([H])[H],2.653
train_341,[H]O[C@@]1([H])[C@@]2([H])OC(=O)[C@]21C#N,4.4246
train_342,[H]C([H])([H])C1(C([H])([H])[H])O[C@]1(C([H])([H])[H])[C@]1([H])OC1([H])[H],0.4309
train_343,[H]C1=C(C#N)C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],4.6174
train_344,[H]O[C@@]1([H])C([H])([H])[C@@]2([H])N=C([H])O[C@]1([H])C2([H])[H],1.7529
train_345,[H]C#CC1[NH2+][C@@]2([H])C([H])([H])[C@@]3([H])[N@@H+]1[C@@]23[H],1.8025
train_346,[H]C#CC([H])([H])[C@@]([H])(O[C+]([H])[N-][H])C([H])([H])[H],3.3572
train_347,[H]C1=C([H])[C@@]2([H])C([H])([H])O[C@@]2(C([H])([H])C([H])([H])[H])C1([H])[H],1.4495
train_348,[H]C([H])([H])C([H])(OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.9984
train_349,[H]C1([H])O[C@]2([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]32C1([H])[H],1.5999
train_350,[H]ON[C@@H]1C([H])([H])[C@@]2([H])[C@@]([H])(O[H])[C@@]12[H],1.3157
train_351,[H]N1[C@]2(C([H])([H])[H])C([H])([H])[C@@](OC([H])([H])[H])(C([H])([H])[H])[C@]12[H],2.2226
train_352,[H]C1([H])[N@H+]2[C@]3(C([H])([H])[H])C([H])([H])[C@@]([H])(C3([H])[H])[C@]21[H],1.3165
train_353,[H]OC1=NOC2=C1C([H])=C([H])N2[H],2.626
train_354,[H]C(=O)C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],2.7724
train_355,[H][N-][C+]([H])OC1=NN=C([H])N=C1[H],0.3214
train_356,[H]ONC1[C@]2([H])C([H])([H])[C@@]([H])(C2([H])[H])[C@]1([H])C([H])([H])[H],1.0139
train_357,[H]C1=C([H])[C@]2([H])[C@]3([H])[C@@]1([H])C([H])([H])O[C@@]32C([H])([H])[H],1.2195
train_358,[H]N1[C@@]2([H])[C@]34C([H])([H])C([H])([H])[C@@]3([H])[C@@]([H])(C4([H])[H])[C@@]12[H],1.5472
train_359,[H]OC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])[C@]1([H])C([H])=O,1.4187
train_360,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])[NH+]1C([H])([H])C1([H])[H],2.2213
train_361,[H]C1=NC([H])=C2C([H])=C([H])NC2=[N+]1[H],1.87
train_362,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[C@]1([H])OC1([H])[H],3.8115
train_363,[H]C([H])([H])C1(C([H])([H])[H])O[C@]12C(=O)OC2([H])[H],4.1747
train_364,[H]C1=C([H])C2=C(O1)N([H])C([H])([H])/C([H])=C\2[H],1.1255
train_365,[H]N1[C@]2([H])[C@@]1([H])C([H])([H])[C@@]13OC([H])([H])[C@@]21C3([H])[H],2.5669
train_366,[H]OC([H])([H])[C@]1([H])[N@@H+]2C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])[C@@]21[H],2.1741
train_367,[H]C1=C([H])N2C(=C1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C2([H])[H],2.0915
train_368,[H]O[C@]12C([H])([H])[C@]3(C([H])([H])[H])[C@]4([H])[C@@]1([H])[C@@]2([H])[C@@]43[H],1.3882
train_369,[H]OC1=C(O[H])N([H])C(O[H])=C1C([H])([H])[H],1.6502
train_370,[H]C([H])([H])O[C@]12C([H])([H])[C@]([H])(C1([H])[H])[C@]21OC1([H])[H],2.3895
train_371,[H]C1=NC([H])=C(C([H])([H])C#CC([H])([H])[H])N1[H],4.1325
train_372,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])O[C@@]1([H])C([H])=O,1.9094
train_373,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])OC(=O)O[C@@]12[H],5.1492
train_374,[H][N-]C1N(C([H])=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],4.4595
train_375,[H]C#C[C@@]1([H])C([H])=C([H])[C@]2([H])[N@H+]1C([H])([H])C2([H])[H],1.2861
train_376,[H]N1C([H])([H])[C@]1([H])C1(C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],1.3946
train_377,[H][N-][C@H]1O[C@@]2([H])[C@]1([H])[C@@]2(C#N)N([H])[H],1.5067
train_378,[H]C([H])([H])[C@@]12OC([H])([H])[C@@]3([H])C([H])([H])O[C@]1([H])[C@@]23[H],2.4114
train_379,[H]N1[C@@]([H])(C#N)[C@@]1([H])C#CC([H])([H])C([H])([H])[H],4.1278
train_380,[H]OC([H])([H])C([H])([H])[C@](C#N)(N([H])[H])C([H])([H])C([H])([H])[H],3.4712
train_381,[H]N1[C@]2([H])C(=O)[C@@]3([H])N([H])[C@]2([H])[C@@]13[H],3.1577
train_382,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])[C@@]2(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]12[H],1.4258
train_383,[H]C#C[C@]1([H])OC([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],1.3382
train_384,[H]C#C[C@]12[N@H+]([C@@]3([H])C([H])([H])[C@]31[H])[C@]2([H])C([H])([H])[H],1.6627
train_385,[H]C1=NC(=O)ON=C1F,3.8771
train_386,[H]ONC1C([H])([H])O[C@@]1([H])C([H])([H])C([H])=O,3.2551
train_387,[H][C+]1[NH2+][C@]([H])(C([H])([H])OC([H])([H])[H])C(=O)N1[H],3.2721
train_388,[H]C([H])([H])[C@]1([H])[C@@]2(C([H])([H])[H])O[C@]1([H])C([H])([H])[C@@]2([H])C([H])([H])[H],1.6521
train_389,[H]OC([H])([H])C1[NH2+][C@]([H])(C#N)C([H])([H])N1[H],4.329
train_390,[H]C1([H])C(=O)O[C@]2([H])[C@@]1([H])O[C@]2([H])C([H])([H])[H],3.5222
train_391,[H]C(=O)OC([H])([H])C1([H])OC([H])([H])C([H])([H])O1,3.1242
train_392,[H]C#CC1=C([H])[C@]([H])(O[H])[C@]2([H])N([H])[C@]12[H],2.4251
train_393,[H]C([H])([H])C(=O)C([H])([H])C#CC#N,6.8055
train_394,[H]O[C@](C#N)(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],4.7354
train_395,[H]C([H])([H])C(=O)N1[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],3.4925
train_396,[H]O[C@@]12C([H])([H])[N@H+]3C([H])([H])[C@]1([H])[C@]32C#N,6.0247
train_397,[H]O[C@@]1([H])[C@@]2([H])OC([H])([H])C([H])([H])[C@]21C#N,3.7447
train_398,[H]O[C@]12C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])[C@@]1([H])C([H])([H])[C@]12[H],1.1106
train_399,[H]C([H])([H])[N@H+]1C([H])([H])[C@]12C([H])([H])[C@@]([H])(C#N)C2([H])[H],3.7418
train_400,[H]O[C@@]12C([H])=C([H])[C@@]3([H])[C@]4([H])[N@@H+]([C@@]41[H])[C@]32[H],2.7691
train_401,[H][N-]C1=C(N([H])[H])[C+]([H])ON=C1F,2.8658
train_402,[H]C#C[C@](O[H])(C([H])([H])O[H])C1([H])C([H])([H])C1([H])[H],1.6675
train_403,[H]O[C@]1([H])C2=NOC([H])=C2/C([H])=C\1[H],3.8142
train_404,[H]C1=NC([H])=C(C#CC([H])([H])[H])N=C1[H],1.2769
train_405,[H]C1=C([H])[C@]2([H])C([H])([H])O[C@@]1([H])[C@]21OC1([H])[H],1.1733
train_406,[H]O[C@@]12C3=C([H])C([H])=C([H])N3[C@]1([H])C2([H])[H],1.1993
train_407,[H]C1([H])O[C@@]1([H])[C@]12C([H])([H])[N@H+](C1([H])[H])[C@]2([H])C([H])([H])[H],1.9688
train_408,[H]N1[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])[C@]1([H])C#N,5.0716
train_409,[H]OC([H])([H])[C@@]12[N@H+]3C([H])([H])[C@]1([H])[C@]2([H])[C@]3([H])C([H])([H])[H],2.0667
train_410,[H]OC([H])([H])C1=C([H])C(C([H])=O)=C([H])N1[H],5.9566
train_411,[H]O/N=C(\C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H],1.2366
train_412,[H]OC([H])([H])[C@]1([H])[C@]2([H])C(=O)C([H])=C([H])[C@]12[H],2.6714
train_413,[H]N1C(=O)[C@@]2([H])O[C@@]2(C([H])([H])[H])C1([H])[H],4.326
train_414,[H]N([H])C(=O)[C@@]1(C([H])([H])[H])N([H])[C@]1([H])C([H])([H])C([H])([H])[H],3.5541
train_415,[H]OC([H])([H])C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C([H])([H])C#N,5.0013
train_416,[H]N(C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])[C@@]1(C#N)N([H])[H],5.2511
train_417,[H]OC1=C([H])N=C([H])C([NH2+]C([H])([H])[H])O1,3.1711
train_418,[H]OC([H])([H])C([H])([H])[NH2+][C+]([H])OC([H])([H])C#N,3.6734
train_419,[H]C#C[C@@]12OC([H])([H])[C@@]3([H])O[C@]1([H])[C@]32[H],2.2159
train_420,[H]C([H])([H])OC([H])([H])C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H],3.5656
train_421,[H]OC1=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=NN1[H],2.7645
train_422,[H]N(C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H],3.3869
train_423,[H]OC1=C(C([H])([H])O[H])ON=N1,2.5445
train_424,[H]C1=C([H])[N+](=C(N([H])[H])N([H])[H])[C+]([H])C1=O,10.0492
train_425,[H]C([H])([H])C1(C([H])([H])[H])C(=O)C([H])([H])[C@]2([H])C([H])([H])[C@]12[H],2.6951
train_426,[H]O[C@]12/C([H])=C(/[H])[C@]3([H])[C@]([H])(C([H])([H])C1([H])[H])[C@@]32[H],1.2877
train_427,[H]C(=O)C1=NN([H])C(=O)N1C([H])([H])[H],2.0543
train_428,[H]C([H])([H])C([H])([H])C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],2.4912
train_429,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])[C@]([H])(C#N)C([H])([H])[H],4.8271
train_430,[H]N1[C@@]2([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])[C@@]12[H],2.5497
train_431,[H][C+]1[NH2+][C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O1,1.3348
train_432,[H]C1([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],2.7254
train_433,[H]O[C@]1([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])=C([H])C1([H])[H],1.9983
train_434,[H]O[C@]([H])([C@]1([H])OC([H])([H])C1([H])[H])[C@]1([H])N([H])C1([H])[H],2.7511
train_435,[H]N([H])C1=C(C#N)C(C([H])([H])[H])=NN1[H],4.8276
train_436,[H]OC([H])([H])[C@@]12O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H],2.0741
train_437,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],1.4416
train_438,[H]C(=O)C1=C(C([H])([H])C([H])([H])[H])N=C([H])N1[H],1.0273
train_439,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],2.3087
train_440,[H]C([H])([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])C#N)OC1([H])[H],2.3082
train_441,[H]C#C[C@]([H])(C([H])([H])[H])C1(O[H])C([H])([H])C1([H])[H],1.0128
train_442,[H]C([H])([H])C#C[C@]1([H])O[C@]1([H])C([H])([H])C([H])([H])[H],2.0192
train_443,[H]C1([H])C([H])([H])[C@]2([H])[C@]3([H])C([H])([H])[C@]4([H])[C@@]1([H])[C@@]2([H])[C@]34[H],0.0955
train_444,[H]N1[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C#CC([H])([H])[H],1.4012
train_445,[H]C1([H])[N@H+]2[C@@]3([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@]21[H],1.5239
train_446,[H]C#C[C@@]12OC([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[H],1.8002
train_447,[H]O[C@]1([H])C([H])([H])[C@@]2(C([H])([H])[C@]2([H])OC([H])([H])[H])C1([H])[H],1.6674
train_448,[H]OC([H])([H])C1=C([H])N=C([H])C(F)=C1[H],2.1074
train_449,[H]O/N=C(/C#C[C@]([H])(O[H])C([H])([H])[H])C([H])([H])[H],1.1314
train_450,[H]C1=C([H])N([H])[C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C1=O,5.2925
train_451,[H][N-]C1=[N+](C([H])([H])[H])C(=O)N=NN1[H],4.3298
train_452,[H]N1[C@@]2([H])C34([H])OC23(C([H])([H])[H])[C@]14C([H])([H])C([H])([H])[H],1.6974
train_453,[H]O[C@]1([H])C([H])([H])C2=C(N([H])N=C2[H])C1([H])[H],1.6186
train_454,[H]C1=NN([H])C2=C1C([H])([H])N([H])C2=O,2.8714
train_455,[H]C1=C(C(=O)C([H])([H])[H])OC(N([H])[H])=C1[H],5.2861
train_456,[H]C1=NON=C(C#N)C1=O,3.3272
train_457,[H]C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[C@@]1([H])C21C([H])([H])C1([H])[H],0.1662
train_458,[H]OC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C#CC([H])([H])C([H])([H])[H],1.3284
train_459,[H]N(C(=O)N1C([H])([H])[C@@]1([H])C#N)C([H])([H])[H],6.1571
train_460,[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.1076
train_461,[H]C(=O)[C@@]12C([H])([H])[C@]1([H])[N@@H+]1C([H])([H])[C@@]12C([H])([H])[H],2.7092
train_462,[H]C#C[C@@]12C([H])([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C2([H])[H],0.8311
train_463,[H]OC([H])([H])[C@]1([H])OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[H],2.7647
train_464,[H]C1=C(C([H])([H])[H])C([H])([H])O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],1.659
train_465,[H]O[C@]([H])(C([H])([H])[H])[C@]1(O[H])C([H])([H])OC([H])([H])C1([H])[H],1.4954
train_466,[H]C1([H])C([H])([H])[C@]2([H])[C@@]3([H])C([H])([H])[C@]2([H])[C@@]13[H],0.1455
train_467,[H]O[C@@]12C([H])([H])N([H])C(=O)N([H])[C@]1([H])C2([H])[H],3.976
train_468,[H]C1([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])[C@]2([H])[N@H+]1C2([H])[H],1.8202
train_469,[H]C1([H])[C@]2([H])O[C@]([H])(C#N)[C@]12[H],4.3914
train_470,[H]OC([H])([H])[C@]1([H])N(C([H])=O)C([H])([H])[C@]1([H])C([H])([H])[H],5.1579
train_471,[H]C([H])([H])[N@@H+]1[C@@]2([H])[C@@]3([H])[C@]4([H])O[C@@]([H])([C@]14[H])[C@@]23[H],1.8215
train_472,[H]OC([H])([H])[C@]1([H])C([H])=C2C([H])([H])O[C@]2([H])C1([H])[H],1.6857
